use,gen,Dishwasher,Furnace,Home office,test,Fridge,high_consum
55.0129,0.181049999,0.002850133,28.46205,3.027616669,1,7.334266665,1
67.34633334,0.18096667,0.008049871,42.25815,3.061249998,1,7.325833331,1
53.12676667,0.1812,0.004316835,28.2982,3.291316661,1,7.340633332,1
60.65605,0.189149999,0.002283401,34.27583333,3.053633331,1,7.349849994,1
82.82361667,0.193333333,0.004682801,55.3455,3.023849997,1,7.406366667,1
51.97585,0.193783334,0.0022671,24.43565,3.04915,1,7.4643,0
81.65105,0.1918333,0.00981693,35.59658333,2.953983331,1,7.460233334,1
46.61636667,1.272033337,0.629250335,7.352933332,2.937383332,1,7.355300002,0
72.23093333,4.304716665,34.30891667,15.05003334,2.957850004,1,7.170300002,1
60.44683333,8.482549999,27.57823336,12.33321666,2.98441667,1,7.147133335,1
47.24416667,4.97741667,0.009500235,28.21881667,2.960233332,1,7.150250002,1
37.28295,3.748033333,0.003283801,11.7659,2.935316668,1,7.168466666,0
43.00958333,3.59985,0.004600233,17.37931667,2.935633337,1,7.1407,0
67.13741667,1.485266666,0.001700467,18.73238334,2.938116667,1,0.509900002,1
96.38206667,0.456866665,0.006783199,43.502,3.270566671,1,4.207266662,1
82.285,0.157966666,0.002966801,27.07903333,5.411783334,1,1.991766665,1
82.88925,0.203383326,0.007199535,46.99293333,5.496899997,1,0.297283335,0
61.5297,0.19691667,0.0025672,21.2915,5.547666665,1,6.266016665,0
49.03438333,0.198633334,0.003867,27.66083333,5.496433334,1,1.824616665,0
43.56176667,0.199600002,0.003150366,24.63763333,5.539716667,1,0.307366666,0
49.56723333,0.199899999,0.002633799,11.8611,7.096299996,1,6.98355,0
51.00938333,0.198233333,0.003517167,10.83658334,28.04143333,1,0.71206667,0
52.03623334,0.190066667,0.004433731,18.59061667,8.575883334,1,3.23775,0
44.31618333,0.199333335,0.0036169,20.9613,2.546599997,1,4.258650002,0
41.59545,0.200150004,0.003450201,23.09531666,2.543799999,1,0.30801667,0
45.33545,0.200116666,0.004317002,25.11216667,2.541033329,1,4.660083335,0
39.02401667,0.20103333,0.002550535,20.66336666,2.542583331,1,2.580833333,0
43.80741667,0.199366664,0.003883533,28.32146667,2.540183335,1,0.311716666,0
45.80351667,0.199650001,0.00418347,23.50256667,2.541950005,1,6.075349997,0
48.43833333,0.198000001,0.003350034,32.04095,2.539416666,1,0.964,0
66.47935,0.191866668,0.004083334,41.82191666,2.500733333,1,1.513633332,1
68.96793333,0.402216701,0.003416833,24.67131666,2.430933331,1,6.842283329,1
55.78951667,0.8142,0.005917134,23.55616666,2.438400003,1,0.345466666,1
47.9026,4.029166665,0.006150434,23.3504,2.435549999,1,2.872266669,1
35.71666667,4.759399998,0.002733868,17.27341666,2.436483332,1,4.177133333,0
29.9441,5.866516666,0.004933699,18.93325,2.434816666,1,0.305550001,0
58.41645001,3.882366665,0.005900263,25.45358334,2.429599998,1,4.342216668,1
39.54451667,3.769533332,0.000784067,11.223,2.431399999,1,2.962583332,0
57.37793333,0.930183336,0.007383533,30.40423333,5.720299997,1,0.342350002,0
75.28933334,0.228049967,0.0038169,20.69131667,4.937600001,1,6.698433331,0
107.2070667,0.20718333,0.003933901,29.15893334,5.643783334,1,0.500150004,1
107.5430667,0.22636667,0.002316968,19.64486666,4.951849998,1,1.726383335,1
109.8624,0.204716668,0.005567001,28.19016667,4.987650003,1,5.590549995,1
69.63555,0.194066664,0.003033866,13.88753333,5.024933336,1,0.702300003,0
82.45303334,0.179016667,0.0009009,9.473066671,23.66478334,1,7.186850001,1
43.67905,0.199033336,0.0004843,5.058983332,26.0763,1,1.563233336,0
48.708,0.194683333,0.001650966,7.114516671,26.2174,1,0.304283334,0
48.09298333,0.199483334,0.004083733,17.39325,9.858000001,1,7.207600001,0
39.58786666,0.19966667,0.0032172,21.27243333,2.550150001,1,1.866833337,0
40.62743333,0.197883332,0.003467033,25.8719,2.540266669,1,0.306233335,0
44.63673334,0.199100003,0.002900501,23.07403334,2.537799998,1,4.728500004,0
40.721,0.198316667,0.001667033,20.19266667,2.535200003,1,4.351849998,0
44.19233333,0.198983333,0.005800203,28.74573333,2.544749998,1,0.30303333,0
45.31896667,0.197833333,0.0029502,27.91818333,2.534249996,1,1.639116667,0
64.24741667,0.197433331,0.003700634,35.69168334,2.507216666,1,6.898916667,1
66.0357,0.176899999,0.008900467,37.46491667,2.480233334,1,0.650583334,1
115.2320833,0.144833336,0.004083667,18.57046667,2.46765,1,2.78905,1
84.28231667,1.122883336,26.26156677,13.9295,3.137716667,1,7.309316666,1
85.59166667,1.514649996,25.44005,16.17578334,2.435733333,1,6.501033332,1
76.67713334,0.923633335,7.694216867,19.70361667,3.088799999,1,14.89763333,1
55.2662,0.797883368,0.003017066,16.66593334,2.420766662,1,11.07418334,1
48.81975,0.435499999,0.003317401,15.42493333,2.428699997,1,0.600333331,0
46.46965,0.330033336,0.0031172,12.20793334,2.809333332,1,0.347883334,0
74.31575,0.203400001,0.001717233,9.000300001,6.126466667,1,4.48015,0
87.46948333,0.223066666,0.001550434,15.4842,8.843900001,1,1.435283334,1
176.2213167,0.197966666,0.002283733,10.35956667,9.601216669,1,5.144850002,1
88.29031667,0.22145,0.001200366,9.074016668,8.055183334,1,3.478166666,1
145.9440667,0.198999998,1.0256002,13.87485001,2.69225,1,2.596816668,1
109.8542333,0.213683335,25.02843333,19.19558333,14.98195,1,5.637666667,1
82.22336666,0.20823333,24.86678334,5.203366669,20.36405,1,2.91141667,1
50.48311667,0.183716671,0.015683345,5.122899995,2.541349994,1,2.122050002,0
31.32341667,0.198916666,0.013266639,11.2521,2.540983334,1,4.400866667,0
33.67326667,0.201899998,0.016399971,15.92201667,2.537933332,1,1.227966664,0
51.96395,0.200650002,0.009800302,33.78125,2.542683338,1,2.942383333,1
45.67688333,0.200483337,0.017000003,23.50763334,2.531599998,1,4.1089,0
55.563,0.197249998,0.010933735,37.96186667,2.539566664,1,0.302666666,1
68.64605,0.195033338,0.021600001,43.13544999,2.511666665,1,3.803799998,1
67.84195,0.194300001,0.007967072,48.4317,2.53973333,1,3.035516667,1
37.23216667,0.146899997,0.007233835,11.95958333,2.472250004,1,1.491366667,0
49.63735,2.782616666,0.002600633,10.99825,6.242116668,1,4.427333334,0
89.9493,8.620133331,0.003500265,41.06291667,7.8617,1,0.925666665,1
92.66671667,12.23761666,0.008333566,43.91521667,7.879666667,1,3.197349999,1
90.33796667,16.59788334,0.004883334,26.34798333,7.707583331,1,3.66311667,1
43.26923333,15.91246667,0.001650633,9.297033331,7.664283336,1,6.910600004,0
75.53071666,7.133633333,0.01065017,35.01205,9.173199999,1,13.35333334,1
41.29821666,7.814000005,0.0013508,11.12641666,9.771783336,1,2.659516666,0
36.20891666,5.832300002,0.010716834,25.67208333,6.391883332,1,0.287316676,0
69.36688333,0.180633334,0.005083666,41.0259,6.347133335,1,0.297216664,0
70.43616667,0.197283334,0.006232836,45.15911667,2.534216668,1,5.881833334,0
68.26396667,0.199466663,0.003749933,39.86991667,2.540466666,1,1.724033333,0
94.6368,0.224933332,0.003417168,30.85978333,2.516633336,1,8.275349998,1
104.08035,0.215566667,0.008983098,49.47,2.537250002,1,4.059633336,1
72.64675,0.191383334,0.001467001,13.96593333,4.173600007,1,3.850200003,0
77.13383334,0.211600003,0.0022336,11.61025,9.151233333,1,3.766516668,1
134.3088167,0.204183332,32.63551667,30.37243333,8.171100002,1,4.481800001,1
84.5858,0.196716669,40.5204,25.86536666,2.549666666,1,3.724716668,1
51.48463333,0.197316666,0.049133167,32.57721667,2.541733334,1,2.791016664,1
57.82631667,0.197350002,0.009650337,39.50418333,2.545449998,1,2.857933335,1
51.06196666,0.197399998,0.012566465,31.7889,2.539649997,1,3.256299998,1
61.51266666,0.195166664,0.011583299,41.0982,2.536116667,1,2.710900003,1
82.11806667,0.192416666,0.0120498,55.18706667,2.529033335,1,2.252150005,1
62.01405,0.191800001,0.013650034,38.33538334,2.529383337,1,2.259266665,0
71.06171667,0.488383329,0.006766733,23.4927,2.464366667,1,2.888049997,1
47.33301667,2.653733332,0.0012174,9.062583334,2.434983334,1,4.315816667,0
44.82298333,8.910583333,0.008566567,31.71201667,5.839783332,1,3.424416666,0
42.461,7.327916668,0.005717133,27.22281667,2.428749996,1,2.946066665,0
31.11106667,9.96681667,0.001733701,16.17506667,2.43036667,1,3.068566666,0
54.00391667,10.2725,0.012666697,36.64296667,2.4473,1,1.900366668,1
23.3033,9.501283334,0.003784101,12.44513334,4.078616665,1,3.475466668,0
38.12931667,4.282383331,0.004166999,17.3715,8.0389,1,3.416200006,0
60.54195,0.340550033,0.004966534,33.30205001,7.778400003,1,3.471416663,0
59.73796667,0.193799999,0.0038994,32.04636666,9.076800003,1,2.777666663,0
69.52018333,0.189899999,0.002167,26.5474,25.16311666,1,1.15415,0
90.8619,0.181450003,0.0043999,33.22351666,39.99423333,1,2.951466665,1
62.0205,0.190266666,0.002017,23.30026666,8.316433334,1,4.028049997,0
68.05485,0.198966673,0.0018504,25.97931666,23.58611667,1,2.892466664,0
53.51918334,0.200133336,0.0010014,9.821650001,25.36718333,1,1.22158333,0
75.24628333,0.21268333,0.005400266,22.05645,16.23808333,1,3.419600001,1
67.04453333,0.197016665,0.002800299,29.78001666,2.538799997,1,3.344116669,1
51.36711667,0.196683332,0.003367035,31.24038333,2.534949999,1,2.733166666,1
60.6418,0.182583332,0.006966437,41.30396667,2.545066665,1,2.258183336,1
53.6237,0.1825,0.005400104,34.00196667,2.538783335,1,1.708399997,1
52.46258333,0.182466665,0.003900269,33.09053334,2.53445,1,2.130833333,1
62.24345,0.181766661,0.004683702,40.82526667,2.531199999,1,2.745483331,1
85.14805,0.179866667,0.003515833,59.56813333,2.526383332,1,3.191633331,1
76.9655,0.178999998,0.005982665,53.2693,2.528716668,1,2.796366667,1
92.70481667,0.137749996,0.012200128,41.5832,2.473250001,1,3.722833332,1
107.4745833,0.653883332,36.10068344,33.12295,2.436783337,1,7.010516668,1
70.88385,6.101499999,27.30741667,26.78713334,2.382033333,1,6.688333334,1
75.93408333,9.132649999,15.68216633,39.8013,2.395099996,1,13.24963334,1
32.88395,13.73433333,0.008382965,32.72915,2.394533337,1,0.294816669,0
34.26793334,11.95156667,0.010250069,31.83556667,2.390699996,1,0.296700001,0
16.52825,20.34645,0.010166469,21.0263,2.397033332,1,1.447450004,0
21.41696667,16.22485,0.013682805,17.83323333,2.394466665,1,5.504533331,0
40.13245,9.400966666,0.008966607,29.0387,8.56276667,1,0.282566668,0
95.925,0.439450035,0.009733198,44.27241667,25.39651667,1,4.742133333,1
83.95165,0.178449998,0.0055669,48.35938334,14.6069,1,1.585133334,0
82.8415,0.17908333,0.004500066,46.54716667,9.689549997,1,2.474649997,0
88.93263333,0.181900003,0.0045331,51.39488333,2.523166667,1,2.865733338,1
77.89113333,0.175616667,0.003517001,34.26363333,2.513833331,1,3.546216667,0
75.85068334,0.179483334,0.00870053,24.88485,27.10881667,1,3.531183331,0
40.29648333,0.172933334,0.003533797,14.07543334,5.896449999,1,2.426000002,0
44.48995,0.180283332,0.009349966,28.62423334,2.676033332,1,1.507399997,0
40.83425,0.181133338,0.0020004,22.52286667,2.648866667,1,2.447483333,0
65.99085,0.182216667,0.007683233,46.05688334,2.665666669,1,2.848250001,1
49.76373334,0.18225,0.004316667,30.95083333,2.659599999,1,2.843499998,1
51.88021666,0.179283328,0.003550301,32.84868333,2.646916668,1,2.835783335,1
66.58503333,0.17885,0.008516274,47.61925,2.664233331,1,2.415599997,1
74.25718333,0.17836667,0.004816235,51.29226666,2.648033336,1,1.658883332,1
73.07428333,0.17665,0.004516931,35.20726667,2.656466667,1,1.782533337,1
86.6698,0.146233335,0.006000764,24.41686667,2.601650001,1,3.3964,1
84.89548333,1.035133335,25.49235,27.13383333,2.574833332,1,4.074799999,1
50.11186666,11.97741667,25.1509,19.62023333,2.560683337,1,2.688849998,1
47.91803334,17.3784,13.72136623,36.19001666,2.580549999,1,0.894666666,1
16.08965,25.53345,0.015649974,9.711616666,2.93315,1,3.049816664,0
58.15576666,20.78171667,0.022499967,57.16988334,7.670900002,1,3.436499997,1
37.19436667,10.86283334,0.016899937,24.98614999,7.895800002,1,1.572683337,0
29.55591667,16.2943,0.012933366,23.85151666,2.737866665,1,4.832366668,0
29.52618334,6.215266668,0.002583699,14.08961667,7.512550001,1,3.098766667,0
75.13473334,0.197766667,0.006583768,51.2506,7.375816666,1,1.506083328,0
66.98816666,0.179700003,0.004600032,38.8079,7.548533333,1,4.09825,0
68.2452,0.175616664,0.0022336,30.79843334,4.9387,1,0.362583334,0
86.54011666,0.179,0.008033867,42.96555,17.81788333,1,5.271816667,1
68.89136667,0.179700001,0.0056004,32.39048334,22.22763333,1,0.760516667,0
45.91096667,0.172916664,0.0024507,12.92631667,10.6869,1,4.405166666,0
61.47608333,0.186050002,0.004800233,19.72818333,2.536633331,1,2.591916664,0
62.01545,0.19758333,0.010166902,26.76908333,2.535149998,1,2.613016668,1
49.19891667,0.182433333,0.031233331,28.86828333,2.538449999,1,3.71605,0
43.48126667,0.182299993,0.031183337,27.47200001,2.54018333,1,1.106749996,0
45.96075,0.183016665,0.036299993,23.96715,2.531250002,1,4.370766666,0
54.82488334,0.182199994,0.024816661,40.10361667,2.547050003,1,0.299916671,1
47.70098333,0.181516667,0.032233332,27.45733333,2.536916669,1,4.363866663,0
76.56836667,0.180550002,0.029666664,54.11456666,2.528783337,1,0.303816669,1
52.95671667,0.178049999,0.035966663,23.26246667,2.524433329,1,4.121,0
85.21303334,0.160400002,0.012916799,33.20873333,2.511366666,1,2.204816668,1
46.226,0.268649964,0.0007343,7.68131667,2.428616664,1,5.191949998,0
29.37851666,4.637066663,0.003283934,13.95171667,2.405583332,1,0.693066668,0
16.97998333,17.42438333,0.003034067,16.32411667,2.390683334,1,4.528016662,0
28.20825,8.354,0.004900266,22.30066667,2.393466667,1,0.634833335,0
25.68948334,9.610150001,0.006900596,18.38518334,2.396966663,1,4.397649998,0
14.29091667,10.17293333,0.0033176,11.16776667,2.391133334,1,0.673966661,0
20.80341667,8.70748333,0.0035341,12.00655,2.389750002,1,4.070450004,0
43.93241667,1.806183332,0.0040837,22.5556,9.454583332,1,1.189933333,0
74.60458333,0.153300002,0.007166768,41.71563333,12.55786667,1,3.938583334,0
57.72068333,0.182016663,0.003450434,27.96535,13.67976667,1,1.174633332,0
84.94258333,0.167866666,0.004466932,23.30428333,10.33826666,1,3.952766668,0
